idrow,idcell,x,y,P1,P2,P3,P4,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19
3500,3500,-56.99999117,4.3333359,262.8125,89.25,76.625,682.9375,211.75,115.625,259.4375,272.75,272.75,255,2390.625,383.0625,54.1875,50.25,1026.25,223.0625,223.0625,543.3125
3501,3501,-56.33332439,4.3333359,266.5,87.3125,75.9375,696.8125,217.4375,114,263.25,276.5625,276.5625,258.875,2460.375,398.375,52.125,50.125,1046.8125,210.3125,210.3125,595
3502,3502,-55.66665761,4.3333359,266,86.5,76.3125,681.25,218.375,112.3125,262.75,275.6875,275.6875,258.25,2325.6875,360.125,62.125,45.9375,937.1875,227.75,227.75,575.5
3503,3503,-54.99999083,4.3333359,263,86.25,76.125,664.75,215.8125,112.4375,260.25,272.3125,272.3125,255.0625,2487.125,370.5625,72.125,43.1875,978.5,261,261,627.25
3504,3504,-54.33332406,4.3333359,261.1875,86.25,76.4375,648.5,214.1875,112,259.25,270,270,253.125,2470.4375,354.4375,81.8125,40.0625,945.875,282.4375,289.6875,641.9375
3505,3505,-53.66665728,4.3333359,254,85.6875,77.5,536.625,206.8125,109.6875,253.5625,260.5625,260.625,247,2539.3125,355.625,79.25,41.125,980.3125,284.6875,298.4375,704.6875
3506,3506,-52.9999905,4.3333359,252.375,84.8125,76.3125,449,203.1875,110.5,251.625,257.6875,257.6875,246.3125,3207.125,476.3125,78.3125,46.6875,1205.1875,300.25,308.3125,1015.25
3507,3507,-52.33332372,4.3333359,257.1875,84.875,74.875,425.3125,206.75,112.6875,255.5,262.6875,262.75,252,3673.875,550.125,89.4375,46.4375,1376.9375,345.6875,352.625,1150.25
3508,3508,-51.66665694,4.3333359,260,87.22222137,74,458.8888855,208,117.3333359,257.6666565,266,266,254.5555573,3622.777832,579.666687,62.11111069,54.33333206,1465.222168,251.6666718,256.6666565,1185.111084
3559,3559,-77.66666128,3.6666693,259,69,87,348,222,79,254,261,263,254,7372,876,294,32,2538,987,1495,2538
3560,3560,-76.9999945,3.6666693,242.3571472,90.42857361,90.7857132,283.3571472,193.5714264,99.2142868,238.5,243.3571472,245.1428528,237.7857208,4254.214355,539.0714111,189.0714264,31.5,1472.142822,631.5,805.2142944,1397
3561,3561,-76.33332772,3.6666693,192.75,103.375,90.6875,241.5,137,113.375,190.9375,193.0625,195.1875,189.1875,1381.0625,199.125,51.8125,38.5,481.4375,198.5625,360.1875,445.9375
3562,3562,-75.66666094,3.6666693,179.1875,97.4375,88.6875,312.875,127.3125,109.625,176.125,181.125,182.9375,174.9375,1906.625,267.5,62.5,39.875,680.4375,251.8125,374.375,665.4375
3563,3563,-74.99999417,3.6666693,243.75,98.625,84.5625,442.875,190.375,116.375,239.4375,246.3125,249.0625,238.1875,1737.0625,251.125,53.5625,45.125,639.5,208.1875,276.9375,595
3564,3564,-74.33332739,3.6666693,130.5,82.75,83.4375,326,81.5625,98.8125,129.5625,130.75,134.375,125.875,1786.1875,221,55.75,35.6875,618.625,217.0625,420.625,522.625
3565,3565,-73.66666061,3.6666693,255.375,97.125,80.5,628.125,200.5625,119.8125,251.8125,260.125,264.0625,246.875,3032.625,408,41.6875,47.8125,1145.9375,235.875,313.25,1005.4375
3566,3566,-72.99999383,3.6666693,267.5625,90.375,73.8125,898.125,216.5625,121.5625,259.75,275.3125,280.0625,255.8125,2508.75,344.125,22.9375,53.875,984.9375,140.625,197.75,937
3567,3567,-72.33332706,3.6666693,269.75,92.9375,70.9375,1016.125,216.9375,130,260,278.5,283.6875,256.25,2370.375,345.0625,17.6875,58.4375,982.5,119.375,151.375,965.1875
3568,3568,-71.66666028,3.6666693,268.625,92.6875,70.8125,978.4375,215.5625,129.75,258.8125,276.375,281.5,255.5625,2347.6875,360.4375,15.6875,59.6875,984.375,116.4375,139.3125,968.75
3569,3569,-70.9999935,3.6666693,267.4375,92,71.5,916,214.625,127.625,257.5625,274.25,279.5625,255.375,2463.8125,388.4375,18.875,57.3125,1022.25,139,164.625,985.875
3570,3570,-70.33332672,3.6666693,267.75,92.6875,73.125,868.0625,215.25,126,258.0625,274.5,279.125,256.25,2756.625,415.25,30.125,52,1112.8125,195.75,227.0625,1071.125
3571,3571,-69.66665994,3.6666693,268.375,93.625,75.25,780,216.25,123.8125,259.5625,274.75,278.625,257.9375,2930.5,422.3125,43.5,48.9375,1157.5,241.0625,269.0625,1129.75
3572,3572,-68.99999317,3.6666693,269.8125,95.125,77.0625,699.6875,217.25,122.6875,261.5,275.4375,278.9375,260.25,3005,426.375,57.0625,47.5,1180.8125,274.8125,293,1168.1875
3573,3573,-68.33332639,3.6666693,271.0625,96.875,78.5625,636.625,218.1875,122.5,262.75,276.375,279.1875,262.1875,2974.375,432.6875,64.625,49,1197.375,277.375,285.75,1193.0625
3574,3574,-67.66665961,3.6666693,272.25,102.125,80.75,670.0625,216.8125,126,263.3125,278.1875,280.5,262.875,3032.9375,469.4375,66.75,55.25,1311.4375,253.6875,262.1875,1304.125
3575,3575,-66.99999283,3.6666693,272.9375,107.875,81,713.1875,212.5625,132.1875,263.625,279.3125,281.375,262.625,3251.8125,477.75,74.875,51.5625,1367.625,287.6875,311.625,1303.25
3576,3576,-66.33332606,3.6666693,266.6875,111.625,84.0625,578.75,206.0625,131.9375,258.8125,270.5625,272.6875,258.125,3336.375,475.6875,85.25,48.125,1379.5,330.75,367.75,1250.3125
3577,3577,-65.66665928,3.6666693,229.125,110.8125,86.25,399.625,168.375,127.875,223.75,230.4375,232.75,223.0625,3133.8125,456.875,92.875,45.9375,1273.625,346.3125,523.25,1174.9375
3578,3578,-64.9999925,3.6666693,229.25,108.6875,87.3125,315.4375,169.125,123.8125,225.25,229.9375,231.8125,224.3125,2836.1875,406.125,98.1875,43.0625,1135.0625,354.875,569.5,1063.9375
3579,3579,-64.33332572,3.6666693,227.625,107.375,88.9375,278,168.5625,120.125,224.25,227.6875,230.1875,223.5,2677.875,365.0625,115.0625,37.0625,1026.4375,402.5625,537.8125,950.5
3580,3580,-63.66665894,3.6666693,240.8125,107.0625,89.3125,304.9375,182.375,119.0625,237.125,241.5625,243.6875,236.3125,2486.3125,334.8125,129.125,32.1875,913.875,438.8125,475.875,827.9375
3581,3581,-62.99999217,3.6666693,240.625,107.8125,88.5,343.0625,181,121.125,236.25,241.3125,243.4375,235.25,2373,343.75,110.625,36,905.8125,405.4375,462.25,802.8125
3582,3582,-62.33332539,3.6666693,256.5,108.625,88.625,396.0625,196.1875,122.1875,251.5,257.875,259.375,250.125,2149.25,340.9375,75.75,45.875,900.5,313.125,388.3125,796.25
3583,3583,-61.66665861,3.6666693,264.6875,107.8125,88.3125,449.875,204.5,121.5625,258.75,266.375,268,257.4375,1760.9375,319.4375,38.6875,65.4375,874.875,170.75,243,796.625
3584,3584,-60.99999183,3.6666693,270.375,103.25,87.6875,501.625,212.4375,117.0625,264.0625,271.75,274.25,262.1875,1379.9375,275.8125,18.5625,78.4375,758.25,83.6875,188.75,723.375
3585,3585,-60.33332506,3.6666693,271,96.3125,85,553.0625,216.5625,112.3125,263.8125,271.1875,276.5625,262.25,1293.5625,280.0625,14.3125,86.6875,745.8125,54.5,192.625,733.875
3586,3586,-59.66665828,3.6666693,272,90.625,81.1875,591.0625,220.4375,110.875,265.1875,273.5625,279.4375,264,1333.8125,296.9375,24.4375,87.75,790.375,81,139.375,736.625
3587,3587,-58.9999915,3.6666693,270.6875,90.0625,79.4375,592.9375,219.375,112.625,265.3125,277.0625,279.125,264.5,1580.6875,344.625,35.3125,75.3125,847.9375,129.5,155.1875,658.125
3588,3588,-58.33332472,3.6666693,269.4375,91,78,628.1875,217.5,115.9375,264.9375,277.875,279.125,263.625,1885.3125,364.0625,40.4375,63.6875,930.1875,179.1875,182.0625,367.4375
3589,3589,-57.66665794,3.6666693,266.4375,91.875,76.75,685.8125,214.3125,118.875,262.125,277,277,259.5625,2081.5625,361.4375,40.5625,57.5625,971.25,185.6875,185.6875,433.625
3590,3590,-56.99999117,3.6666693,260.75,91.25,75.875,720.75,209.25,119.375,256.3125,271.6875,271.6875,253,2291.75,387.875,40.8125,54.6875,1011.6875,183.375,183.375,531.5625
3591,3591,-56.33332439,3.6666693,260.5625,89.4375,75.6875,732.125,210.75,117.5,256.125,271.0625,271.0625,252.5,2561.1875,417.25,40.0625,53,1088.1875,185.4375,185.4375,668.5625
3592,3592,-55.66665761,3.6666693,264.4375,88.9375,76.75,691.25,216.0625,115.25,260.3125,274.125,274.125,256.5625,2479.5,391.125,49.1875,48.6875,993.5625,200.3125,200.3125,697.875
3593,3593,-54.99999083,3.6666693,260.5625,89.0625,77.625,625.9375,212.5625,114.3125,257.25,269.5625,269.5625,253,2534.5625,408.5625,62.875,47.375,1025.4375,233.5,233.5,688
3594,3594,-54.33332406,3.6666693,251.6875,89.125,77.875,559.125,203.625,113.6875,249.4375,259.5,259.5,244.6875,2477.25,378.75,67.0625,44,975.375,246.6875,246.6875,690.8125
3595,3595,-53.66665728,3.6666693,249.375,89.375,76.4375,495.9375,198.625,116.1875,248.375,255.875,255.875,242.6875,2389.1875,355.25,63.875,44.5,939.3125,236.125,236.125,690.3125
3596,3596,-52.9999905,3.6666693,250.6875,90.375,74.3125,459.6875,196.0625,120.75,249.625,256,256.1875,244.375,2694.75,396.5,67.75,45.125,1023.75,263.8125,270.75,839.8125
3597,3597,-52.33332372,3.6666693,253.1875,92.75,72.5,454.25,194.875,127,251.5,258.5625,258.75,247.0625,3064.75,478.5625,61,50.75,1197,251.25,253.4375,996.6875
3598,3598,-51.66665694,3.6666693,258.5,92.9375,72.4375,470.3125,200.75,127.4375,255.8125,264.375,264.5,252.5,3331.4375,540.9375,43,58.4375,1396.3125,193.375,194.875,1156.1875
3599,3599,-50.99999017,3.6666693,261.25,89.75,73,496,207,122.25,258.25,267.5,267.5,255,3504,574.75,38,60.75,1498.5,176.75,176.75,1248.5
3649,3649,-77.66666128,3.0000027,264.25,83.625,88.375,257.625,218.25,94.125,261.625,265.375,267.5,260.625,7651.375,831.75,451.125,18.875,2276.875,1438.875,1856.875,2121
3650,3650,-76.9999945,3.0000027,218.6875,102.1875,87.5,249.875,161.75,116.5625,215.25,219.3125,221.125,215,4520.9375,518.375,240.9375,27.25,1439,817.375,1047.625,1428.3125
3651,3651,-76.33332772,3.0000027,164.375,104.375,87.5,244.5,106.4375,118.75,162.625,164.4375,166.6875,160.8125,1848.4375,242.875,68.25,35.6875,636.1875,254.875,481.5625,552.4375
3652,3652,-75.66666094,3.0000027,182.125,99.875,88.5,253.6875,127.9375,112.5,179.9375,182.4375,184.5625,178.75,1971.75,266.375,69.8125,38.0625,699.4375,264.9375,413.0625,612.1875
3653,3653,-74.99999417,3.0000027,206.8125,94.5625,85.5,359.4375,153.125,110,203.8125,208.25,210.625,202.0625,1603.25,213.5625,65.875,37.25,554.5625,229.3125,308.0625,476
3654,3654,-74.33332739,3.0000027,236.1875,97.75,83.5625,444.25,178.5625,116.1875,232.6875,238.875,241.6875,230.0625,2646.875,328.5,66.625,37,926.4375,303.3125,361.25,843.25
3655,3655,-73.66666061,3.0000027,260.3125,98.8125,77.75,707.375,200.625,126.5,254.5,266.25,269.6875,250.4375,2789.6875,375.6875,36.875,46.5625,1053.5,232.4375,280.75,980.5625
3656,3656,-72.99999383,3.0000027,271.75,93.9375,71.9375,955.3125,214.375,129.75,264.5,281,285.4375,259.375,2722.5,360.75,30.25,49.75,1040.875,206,223.1875,1010.9375
3657,3657,-72.33332706,3.0000027,274.0625,92,69.625,1077.6875,218.625,131.375,265.625,284.75,289.5625,260.125,2527.8125,358.9375,23.25,53.5,1022.75,178.6875,187.75,1012.75
3658,3658,-71.66666028,3.0000027,270.8125,91.8125,70.8125,993.75,217.3125,128.6875,262.0625,279.125,284.9375,257.9375,2528.125,360.625,24.75,53.9375,1032.9375,176.5625,187.4375,1017.5
3659,3659,-70.9999935,3.0000027,267.625,91.875,72.625,893.75,214.75,126.125,258.75,274.5,279.6875,255.6875,2654.5,380.875,32.4375,51.3125,1070.3125,203.375,218.5,1039.75
3660,3660,-70.33332672,3.0000027,265.25,92.9375,74.875,799.25,213,123.5625,256.375,271.3125,275.625,254.4375,2863.4375,402.3125,46.875,47.625,1127.875,254.4375,273.875,1086.625
3661,3661,-69.66665994,3.0000027,264.75,94.9375,77.375,714.125,212.625,121.875,256.625,270.125,273.875,254.75,3032,415,65.5625,43.9375,1170.25,308.0625,329.125,1126.8125
3662,3662,-68.99999317,3.0000027,265.8125,98.125,80,629,212.9375,121.6875,257.875,270.5,273.6875,256.875,3134.4375,427.6875,84.125,41.9375,1202,351.5,370.875,1162.3125
3663,3663,-68.33332639,3.0000027,267.0625,102.875,82.4375,572.125,212.125,124.1875,259.625,271.1875,273.8125,258.875,3195.8125,450.125,96.875,42.625,1247.5625,372.75,389.75,1211.9375
3664,3664,-67.66665961,3.0000027,267.9375,109.6875,84.375,566.0625,209.25,129.1875,260.375,272.4375,274.3125,259.625,3155.4375,464.3125,87.875,47.5625,1293.3125,335.125,346.0625,1260.75
3665,3665,-66.99999283,3.0000027,268.75,114.8125,85.75,565.4375,206.75,133.0625,260.8125,273.125,274.9375,260.4375,3184.3125,443.625,94.6875,45.8125,1293.9375,344.625,363.9375,1254.5625
3666,3666,-66.33332606,3.0000027,267.4375,113.9375,86.6875,528.8125,205.9375,130.5625,259.6875,271.3125,272.75,259.3125,3433.0625,455.3125,132.4375,39.125,1332.25,446.75,477.9375,1257.3125
3667,3667,-65.66665928,3.0000027,264.8125,109.0625,88.1875,450.25,206.5625,123.25,258.3125,267.75,269.0625,257.9375,2971.9375,404.5,122.125,39.1875,1151.1875,400.25,431.8125,1062.5625
3668,3668,-64.9999925,3.0000027,258.375,105.75,89.0625,366.3125,201.6875,117.9375,253.1875,259.9375,261.25,252.375,2469.125,339.4375,111.0625,37.4375,941.875,362.625,401.1875,856.0625
3669,3669,-64.33332572,3.0000027,223.75,106.0625,89.75,308.4375,166.5,117.3125,219.5625,224.3125,226.375,218.875,2428.375,327.6875,131.6875,31.3125,885.3125,431.125,484.5625,791.0625
3670,3670,-63.66665894,3.0000027,239.75,106.125,90.4375,334.875,182.6875,116.6875,235.25,241.875,242.5,234.375,2118.3125,288.625,119.125,31.9375,780.0625,385.625,399.75,692.625
3671,3671,-62.99999217,3.0000027,254.1875,106.4375,89.625,382.8125,196.1875,117.8125,249.0625,255.25,256.8125,247.9375,1953.4375,299.625,86.8125,42.5625,802.4375,308.25,347.0625,709.4375
3672,3672,-62.33332539,3.0000027,257.625,106.375,89,427.875,198.875,118.875,252,259.1875,260.6875,250.5,1919.4375,327.9375,58.5625,55,878.75,238.75,306.0625,775.3125
3673,3673,-61.66665861,3.0000027,266.625,104.9375,86.875,503.75,206.9375,120.1875,259.9375,268.5625,270.625,258.4375,1793.4375,333.125,39.25,69.1875,924.8125,158.0625,217.5,831.5625
3674,3674,-60.99999183,3.0000027,271.1875,101.5,84.25,585.3125,211.6875,119.875,263.6875,273.8125,276.3125,261.6875,1594.125,325.1875,24.1875,78.5,883.4375,98.5,156.6875,812.875
3675,3675,-60.33332506,3.0000027,273.25,95.8125,83.0625,636.875,216.375,114.625,264.8125,275.125,279.625,263.125,1532.5,341.8125,19.5625,86.1875,889.375,66.9375,172.1875,844.9375
3676,3676,-59.66665828,3.0000027,265.75,92.0625,81.625,634.25,213.125,112.25,257.875,265.8125,273.5625,256.75,1536.1875,338.4375,29.3125,85.3125,889.3125,98.125,176.4375,838.3125
3677,3677,-58.9999915,3.0000027,267.125,91.8125,79.75,622.875,215.5,114.3125,260.3125,273.25,275.9375,260.0625,1546.6875,332.125,36.625,77.1875,850.8125,131.0625,148.625,800.625
3678,3678,-58.33332472,3.0000027,266.0625,93.0625,78.0625,640.25,213.6875,118.3125,260.25,275,275.75,260.1875,1771.25,349.5625,35.5625,67.75,904.75,156.8125,158.625,756.625
3679,3679,-57.66665794,3.0000027,263.5,94.25,77.1875,684.875,211.0625,121.3125,258.5,274,274,257.125,1953.0625,358.4375,34.4375,62.1875,941.6875,162.1875,162.1875,402.125
3680,3680,-56.99999117,3.0000027,263.9375,94.5,76.8125,702.5,212,122.1875,259.3125,274.6875,274.6875,256.875,1998.3125,375.0625,30.6875,61.25,932.875,147.0625,147.0625,457.125
3681,3681,-56.33332439,3.0000027,257.8125,93.5,78.1875,668.4375,207.375,118.75,253.6875,267.3125,267.3125,250.4375,2054.1875,383.5,27.6875,60.125,930.75,137.6875,137.6875,500.0625
3682,3682,-55.66665761,3.0000027,260.3125,92.5,78.9375,627.5,210.75,116.5625,256.5625,269.25,269.25,253.125,2169.4375,383.9375,41.5,54.875,925.75,159.4375,167.6875,590.1875
3683,3683,-54.99999083,3.0000027,255.6875,92.4375,78.8125,594.625,206.6875,116.625,252.375,264.0625,264.0625,248.625,2305.4375,401.25,51.375,52.5625,964.625,177.6875,177.6875,654.5
3684,3684,-54.33332406,3.0000027,253.875,91.9375,77.8125,540.8125,204.125,117.25,251.125,261.3125,261.3125,247.3125,2384.5,389.0625,51.375,50.125,975.375,191.6875,191.6875,731.875
3685,3685,-53.66665728,3.0000027,250.3125,92.125,76.1875,509.4375,197.6875,120.375,248.1875,257.125,257.125,243.6875,2373.0625,363.0625,57.75,46.9375,944.1875,210.8125,210.8125,734.5
3686,3686,-52.9999905,3.0000027,251.625,93.125,73.9375,498.875,195.1875,125.25,249.625,257.5,257.5625,244.75,2427.125,366.9375,60.1875,46,945.5625,223.4375,254.0625,765.9375
3687,3687,-52.33332372,3.0000027,255,94.4375,71.8125,513,195.5625,130.3125,253.0625,260.875,261.0625,247.75,2589.0625,400.5,51.125,49.875,1018.25,210.625,234.4375,857.5625
3688,3688,-51.66665694,3.0000027,257.75,92.5,72.3125,522.875,200.375,127.125,254.9375,263.875,264.1875,250.75,3076.125,487.375,41.4375,57.375,1281.75,190,196.4375,1101.375
3689,3689,-50.99999017,3.0000027,262,89.14286041,73,528.7142944,208.2857208,121.2857132,258.8571472,268.8571472,268.8571472,254.8571472,3490.571533,559.5714111,35.42856979,61.8571434,1502.285767,171.2857208,171.2857208,1310.285767
3738,3738,-78.33332806,2.3333361,259.1333313,67.06666565,86.66666412,277.1333313,222.6666718,77,261.2666626,256.3999939,262.6000061,255.5333405,4049.666748,511.3333435,239.3333282,24.86666679,1353,820.7333374,1122.400024,847.4000244
3739,3739,-77.66666128,2.3333361,238.1875,90.25,86.5625,260.3125,187.6875,103.9375,237.0625,239.1875,241.0625,234.4375,4380.3125,522.75,250.6875,24.1875,1383.5,845.6875,1097.5,1183
3740,3740,-76.9999945,2.3333361,198.9375,109.125,83.875,279.875,137.3125,129.375,194.8125,200,201.375,194.75,2795.1875,401.3125,82.875,43.625,1095.1875,317.9375,490.625,1078.8125
3741,3741,-76.33332772,2.3333361,128.9375,100,86.875,255.5,73.5,114.375,128.25,129.25,131.0625,125.375,1866.6875,226.5,87.625,27.3125,620.25,308.1875,452.25,527.375
3742,3742,-75.66666094,2.3333361,204.8125,101.1875,88.75,268.3125,148.8125,113.5625,204.8125,203.75,207.25,201.1875,1602.5,203.375,71.375,31.875,533.6875,245.125,431.3125,385.9375
3743,3743,-74.99999417,2.3333361,211.5,99,87.75,359.5,156.0625,112.3125,210.875,213.375,215.1875,205.875,1869.1875,218.5,96.25,26.875,591.5,317.5,388.0625,428.5625
3744,3744,-74.33332739,2.3333361,257.0625,105.8125,83.1875,538.9375,195.4375,126.5,254.8125,261.25,263.6875,249.125,2706.4375,338.5625,81.75,35.125,961.3125,324.125,427.5,799.5625
3745,3745,-73.66666061,2.3333361,264.4375,98.875,76.9375,735.6875,202.9375,127.8125,257.3125,270.5,274.25,253.8125,2507.375,324.5625,40.5,44.6875,946.125,225,276.8125,889.5625
3746,3746,-72.99999383,2.3333361,273.125,94.1875,70.375,1013,211.6875,132.625,265.8125,284.75,287.5,260.0625,2480.9375,339.0625,29.125,48.25,963.1875,212,216.75,940.625
3747,3747,-72.33332706,2.3333361,276.5,92,68.5,1102.1875,217.3125,133.5,269.125,292.5,292.5,262.75,2519.875,360.625,28.75,49.4375,999.625,218.1875,218.1875,992.75
3748,3748,-71.66666028,2.3333361,271.4375,91,70.9375,969.875,215.875,127.75,263.5625,282.125,285.125,258.75,2642.9375,366.0625,37.1875,48.1875,1040.875,238.6875,240.5,1024
3749,3749,-70.9999935,2.3333361,267.25,91.5,73.625,836.4375,213.6875,123.5625,259.1875,273.6875,278.5625,256,2806.3125,374.125,51.1875,45.125,1084.4375,277.1875,284.875,1052.8125
3750,3750,-70.33332672,2.3333361,264,92.9375,76.75,720.875,211.6875,120.4375,256.3125,269.1875,273.5,254.125,2994.875,386.5625,71.9375,41.1875,1129.0625,335.125,347.375,1081.6875
3751,3751,-69.66665994,2.3333361,261.875,95.625,79.8125,628.3125,209.3125,119.1875,254.25,266.1875,269.625,253.0625,3153.0625,396.1875,97.625,37.125,1165.1875,397.8125,414.6875,1102.125
3752,3752,-68.99999317,2.3333361,261.1875,100.375,83.0625,558.375,207.4375,120.1875,254,265.0625,267.75,253.1875,3277,412.875,123.75,34.6875,1198.25,455,477.4375,1127.25
3753,3753,-68.33332639,2.3333361,262.25,107.75,85.75,507.1875,205.0625,124.8125,255.1875,265.625,267.8125,255.125,3433.0625,445,145.3125,33.1875,1256,509.75,543.1875,1198.4375
3754,3754,-67.66665961,2.3333361,263.6875,118.25,88.6875,475.0625,201.5,132.5,256.9375,266.5625,268.375,256.9375,3491.1875,466.6875,155.625,33.0625,1294.75,533,594.9375,1290.9375
3755,3755,-66.99999283,2.3333361,265.125,124.4375,90.375,453.625,199.5625,137.0625,258.125,267.5,268.8125,258.125,3372.0625,433.625,154,32.9375,1245.875,509,571,1245.875
3756,3756,-66.33332606,2.3333361,267.0625,117.125,89.8125,449.1875,205,129.8125,260.5625,270,271.25,260.5625,3327.3125,435.625,153.4375,32.75,1217.75,512.5,536.3125,1199.4375
3757,3757,-65.66665928,2.3333361,261.3125,109,89.3125,407.75,202.875,121.4375,255.1875,263.875,265,255.0625,2829.375,401.3125,128.4375,34.3125,1050.3125,438.6875,453.5625,936.9375
3758,3758,-64.9999925,2.3333361,260.4375,104.5625,89.5625,373.9375,204.0625,116,255.125,262.4375,263.4375,254.5,2342.3125,351.3125,108.375,34.125,867.5625,379.375,396.4375,727.8125
3759,3759,-64.33332572,2.3333361,241.5625,104.5,91.125,343.0625,185.875,114.375,236.5625,242.875,244.5625,236.125,2239.75,314.0625,114.5,31.625,819.9375,377.875,440.0625,723.625
3760,3760,-63.66665894,2.3333361,228.75,104.8125,91.25,338.25,172.625,114.5,223.875,229.9375,231.6875,223.375,2091.6875,297.3125,103.125,34.9375,792.6875,350,408.0625,694.75
3761,3761,-62.99999217,2.3333361,251.1875,104.6875,89.9375,384.125,194.125,115.75,245.8125,252.8125,254.5,245,1882.25,295.8125,67.875,47.25,801.4375,249.9375,326.1875,710.125
3762,3762,-62.33332539,2.3333361,261.0625,104.125,88.4375,440.125,202.875,117.1875,255,263,264.5625,253.9375,1829.375,308.5625,54.4375,57.625,854.1875,202.375,266.375,766.0625
3763,3763,-61.66665861,2.3333361,267.375,102.75,86.125,508.1875,208.5,118.6875,260.6875,270.0625,272.0625,259.4375,1793.375,318.375,46,68.25,908.1875,158.3125,205,839.25
3764,3764,-60.99999183,2.3333361,271.1875,100.25,83.1875,579.9375,211.625,119.75,263.375,274.0625,276.4375,262.1875,1666.625,308.5625,28.125,79.5625,900.3125,108.6875,153.125,871.25
3765,3765,-60.33332506,2.3333361,269.125,96.875,83.1875,602,211.5,115.8125,261.25,271,275.1875,259.6875,1664.75,343.75,28.875,80.6875,940.125,99.625,180.625,862.375
3766,3766,-59.66665828,2.3333361,270.0625,94.3125,82.5625,608.25,215.3125,113.6875,262.125,270.9375,277.4375,261.4375,1620.875,353.9375,38.9375,78.875,908.25,126.625,192.125,822.3125
3767,3767,-58.9999915,2.3333361,266.125,94.0625,80.375,608.875,212.875,116.25,258.9375,272.6875,274.6875,258.8125,1642,330.1875,46.1875,71.4375,864.9375,154.5,168.875,822.9375
3768,3768,-58.33332472,2.3333361,264.6875,95.0625,78.9375,629.125,212.1875,119.8125,258.75,273.75,274.1875,258.6875,1796.625,336.25,41.6875,65.8125,893.6875,166.3125,167.1875,893.3125
3769,3769,-57.66665794,2.3333361,265.75,97.0625,78,665,212.8125,123.625,260.75,275.875,275.875,259.9375,1921.6875,368,39.0625,63.5,926.9375,166.8125,166.8125,533.625
3770,3770,-56.99999117,2.3333361,265,99.125,77.625,676.4375,211.6875,126.875,260.25,275.0625,275.0625,258.3125,1984.5,403.625,36.625,64.75,962.125,163.5625,163.5625,462.5625
3771,3771,-56.33332439,2.3333361,257.6875,100.375,78.4375,656.5,204.3125,127.3125,253.625,267.3125,267.3125,250.9375,1881.875,387.3125,36.8125,63.875,899.75,155.75,159.4375,439.8125
3772,3772,-55.66665761,2.3333361,250.5,97.875,79.4375,611.375,198.875,122.375,246.4375,258.8125,258.8125,243.5625,1879.8125,380.125,39.625,61,855.25,149.375,163.25,456.3125
3773,3773,-54.99999083,2.3333361,248,96,79.1875,597.25,197.5625,120.8125,244.1875,256.3125,256.3125,240.9375,2089.875,411.5,34.0625,60.375,946.875,147.0625,153.0625,542.3125
3774,3774,-54.33332406,2.3333361,253.625,94.375,78.125,559.625,202.9375,120.0625,250.4375,261.375,261.375,246.75,2197.4375,390.1875,46.5,54.8125,956.75,155.5,155.5,654.25
3775,3775,-53.66665728,2.3333361,250.375,93.4375,76.375,534.9375,197.6875,121.375,247.5625,257.4375,257.4375,243.5625,2305.6875,371.6875,53.8125,50,953.6875,185.3125,196.5625,726
3776,3776,-52.9999905,2.3333361,253.5,92.9375,74.875,531.625,198.875,123.625,250.6875,259.9375,260.125,246.0625,2382.1875,362.125,57.3125,47.875,953.4375,203.5,254.6875,776.875
3777,3777,-52.33332372,2.3333361,255.3125,91.9375,73.5625,544.125,199.6875,124.1875,252.4375,261.6875,261.9375,247.6875,2557.5625,380.9375,54.8125,49.75,1021.6875,204,245.1875,877.5625
3778,3778,-51.66665694,2.3333361,256.9375,89.625,73.6875,550.875,203.5,120.8125,253.875,263.25,264,249.5625,2936.3125,442.125,46.25,56.5625,1209.75,187.4375,209.4375,1087.9375
3779,3779,-50.99999017,2.3333361,263.5,85.7857132,74,555.5714111,213.3571472,115.2142868,259.7857056,270.4285583,270.5714417,256.2142944,3435,528.7857056,34.8571434,64.07142639,1465.071411,159.2142792,161,1372.785767
3780,3780,-50.33332339,2.3333361,266,81,75,587,221,108,262,274,274,259,3544,550,22,69,1572,122,122,1485
3827,3827,-78.99999483,1.6666695,257.3333435,57.33333206,82.66666412,335.1666565,223.8333282,68.83333588,260.5,253.3333282,261.8333435,253.1666718,2402.5,338,87.33333588,44,934.333313,316.6666565,827.166687,326.3333435
3828,3828,-78.33332806,1.6666695,254.3125,72.6875,88.9375,242.5625,215.4375,81.25,256.1875,251.75,257.4375,251.5,4519.1875,572.1875,264.8125,25.625,1556.5625,883.625,1332.5625,942.75
3829,3829,-77.66666128,1.6666695,216.25,95.0625,87.8125,265.75,163.875,107.8125,213.3125,217.25,218.875,212.3125,2678.5625,341.875,110.375,35.4375,922.3125,401.5625,654.1875,841
3830,3830,-76.9999945,1.6666695,168,98.75,87.1875,315.4375,113.9375,113,165.3125,169,171.5,163.375,1846.5,251.625,72.75,38.0625,682.125,248.6875,429,603.25
3831,3831,-76.33332772,1.6666695,166.625,100.0625,89.5625,261.25,111.3125,111,164.75,166.625,168.9375,162.5625,1999.8125,234.625,107.4375,23.5625,653.375,353.5625,493.3125,591.9375
