idrow,idcell,x,y,P1,P2,P3,P4,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19
405,405,-80.33332839,27.0000003,230.5833282,109,51.16666794,3623.75,115.9166641,210.25,272.6666565,182.6666718,273.0833435,180.75,1353.25,192.25,53.41666794,44.58333206,518.083313,180.8333282,513.25,180.9166718
452,452,-108.9999998,26.3333337,242.8125,174.375,58.25,4843.625,83.1875,296.5625,300.3125,239.375,301.3125,180.375,455.5625,134.875,1.8125,113.8125,330.125,9.625,286.1875,55.25
453,453,-108.3333331,26.3333337,231.8125,177.6875,58.875,4383.25,74,300.0625,277.0625,227.125,282.6875,173.0625,830.4375,228.3125,6.125,109.4375,576,27.625,499.4375,99.5625
454,454,-107.6666663,26.3333337,204.5625,169.9375,59,3966.125,55.75,286.5625,241.1875,206.25,249.1875,150.3125,972.25,251.0625,10.375,96.6875,615.9375,45.6875,453.5,138
455,455,-106.9999995,26.3333337,148.875,172.6875,61,3757,2,281,187.5,147.5625,193.125,99.1875,961.5625,239.0625,12.625,93.4375,600.1875,49.25,544.9375,134.625
456,456,-106.3333327,26.3333337,129.125,181.375,59.875,4070.6875,-27.9375,300.25,171.0625,115.5625,177.625,74.4375,708.9375,172.4375,10.5625,97.875,460.0625,35.8125,405.1875,71.8125
457,457,-105.6666659,26.3333337,164.6875,182.875,57.9375,4402.1875,0.25,312.8125,204.875,144.6875,214.8125,103.5625,517.5,134.125,3.5,107.9375,358.9375,15.75,255.375,29.6875
458,458,-104.9999992,26.3333337,178.375,186.875,57.3125,4747.0625,6.3125,323.25,222.4375,150.375,232.1875,112,406.625,100.5625,2.75,103,272.0625,14.0625,236.8125,20.8125
459,459,-104.3333324,26.3333337,194.3125,181.25,55.375,5059.6875,21.9375,324.5625,240.75,158.875,252.4375,124.125,316.75,77.25,4.625,94.6875,194.9375,16.375,155.4375,21.125
460,460,-103.6666656,26.3333337,198.125,167.5,54.375,4999.625,38.0625,305.375,246.4375,176.375,255.4375,128.875,266.875,59.75,4.9375,83.5,154.5625,17.0625,128.3125,25.75
461,461,-102.9999988,26.3333337,199.125,156.3125,52.125,5170.5625,41.9375,297.1875,248.9375,169.125,257.75,127.5625,245.875,50.0625,4.25,74.3125,132.375,18.0625,111.5,26.1875
462,462,-102.3333321,26.3333337,199.5625,149.625,50.75,5261.0625,42.5,292.3125,250.5,145.5,259.75,127.3125,252.25,48.3125,4.25,66.9375,127.625,21.3125,108.75,28.6875
463,463,-101.6666653,26.3333337,191.0625,143.75,50.375,5141.8125,38.375,283.6875,238.4375,135.5625,250.3125,120.5625,297.875,57.0625,6.0625,67.5625,150.0625,24.75,126.875,29.625
464,464,-100.9999985,26.3333337,203.6875,137.1875,47.5625,5355.9375,49.75,286,259,146.1875,266.5,129.5,324.3125,71.625,7.0625,67.3125,157.4375,29.75,124.1875,34.375
465,465,-100.3333317,26.3333337,211.0625,128,45.25,5341.9375,63.25,280.9375,262.375,150.625,273.5625,135.875,519.375,125.6875,13.1875,71.25,244.875,49.5625,181.3125,51.0625
466,466,-99.66666494,26.3333337,227.5,127.125,42.3125,5954.8125,75.875,297,284.375,156.9375,297.3125,145,605,117.6875,15.875,60.375,254.3125,63.25,214.4375,66.6875
467,467,-98.99999817,26.3333337,232.75,127.5,42.5625,5909.875,77.625,295.9375,275.25,167.8125,301.125,149.875,545.4375,104.6875,16.375,54.4375,218.875,67.75,167.625,75.3125
468,468,-98.33333139,26.3333337,230.0625,121.6875,43.125,5461.625,81.8125,279.1875,272.3125,173.1875,292.4375,152.5,588.9375,105.8125,16,51.375,225.5625,80.3125,175.0625,92.6875
469,469,-97.66666461,26.3333337,228,101.5,40.07143021,5131.928711,91.5,249.7142792,267.5,186.3571472,287,155.8571472,664.9285889,135.0714264,19.5714283,52.8571434,265.5714417,93.5,182.8571472,108.5714264
492,492,-82.33332872,26.3333337,233.5,112,51.5,3858.5,115,215.5,277,191,278,180.5,1307,214.5,39,65.5,629.5,136,617.5,150.5
493,493,-81.66666194,26.3333337,231.5,118.2142868,53.2857132,3776,110.0714264,220.2857208,274.5,190.3571472,275.5,179.7142792,1328.071411,235.5714264,37.92856979,65.64286041,643.8571167,131,602.5,139.2857208
494,494,-80.99999517,26.3333337,230.75,117.5,53.375,3646.5625,111.625,217.6875,272.25,184.625,273.5625,180.5625,1337.9375,232.125,40.125,58.9375,610.1875,142.4375,555.375,143.1875
495,495,-80.33332839,26.3333337,235,104.5384598,51.61538315,3397.923096,126.384613,200.4615326,273.4615479,188.6923065,275.2307739,188.6923065,1486.846191,226.6923065,53.23077011,48.15384674,580.2307739,178.5384674,552.4615479,178.5384674
497,497,-78.99999483,26.3333337,243,75,46,3045,157,162,270,213,279,202,1368,217,58,45,536,194,478,199
498,498,-78.33332806,26.3333337,243.5,72,45,2962.5,159.5,158,269.5,214.5,279,203.5,1488,239,50,50,618.5,179.5,517,195
499,499,-77.66666128,26.3333337,245,70.5,45,2871.5,164.5,155,271,216.5,279.5,206.5,1385.5,203,52.5,48,551,180,492,188
500,500,-76.9999945,26.3333337,245.3333282,69.33333588,44.66666794,2776,167.6666718,153,271.6666565,215.6666718,279.3333435,208.3333282,1152.666626,182.3333282,44,50,462.3333435,153,392,156.3333282
541,541,-109.6666666,25.6666671,244.5,161,57,4926,93,280,307.5,255.5,307.5,183,313.5,105,1,115,220,5,220,42
542,542,-108.9999998,25.6666671,247.3333282,165.9166718,58.83333206,4651.75,93.08333588,279.3333435,303.9166565,247.6666718,304,188.1666718,334.75,98.33333588,0.916666687,111,234.5,6.25,220.1666718,40.66666794
543,543,-108.3333331,25.6666671,247.5625,170.8125,59.875,4309.5,90.625,282.875,295.625,236.3125,297.8125,190.25,564.625,169.875,1.75,119.1875,420.375,9.5,347.6875,54
544,544,-107.6666663,25.6666671,230.3125,164.5625,58.75,3920.9375,83.25,277.8125,267.4375,228.5,274.125,176.25,956.8125,255,8.625,105.625,649.75,35.25,536.25,110.3125
545,545,-106.9999995,25.6666671,176.25,155.875,59.375,3508.5,39.8125,260,208.625,178,215.125,127.6875,1013.8125,236.25,13.5,84.6875,594.5625,54.75,457.625,167.125
546,546,-106.3333327,25.6666671,135.375,158.875,59.5625,3556.3125,-1.625,264.6875,169.625,135.625,176.1875,86.1875,828,180.3125,11.6875,84.0625,485.5,47.0625,426.5,125.25
547,547,-105.6666659,25.6666671,155.125,177.9375,59.4375,3983,0.125,296.8125,191.8125,136.4375,200.75,99.8125,577.5625,144,4.9375,104.25,390.25,21.6875,322.25,46.25
548,548,-104.9999992,25.6666671,182.9375,193.375,60,4347.6875,12.125,319.625,222.125,165.875,231.25,121.875,443.8125,109.1875,3.3125,105.5625,297.9375,12.8125,247.9375,22.5625
549,549,-104.3333324,25.6666671,195.4375,187.5625,59.1875,4455.5,27.9375,314.375,236,175.625,245.375,133.625,332.625,80.25,4.6875,93.9375,207.5625,17.4375,153.5625,25.6875
550,550,-103.6666656,25.6666671,205.625,177.875,56.75,4773.6875,40.75,311.0625,250.1875,186.1875,259.1875,139.5,255.3125,57.375,3.625,83.5,146.8125,14.1875,118.6875,22.5625
551,551,-102.9999988,25.6666671,212.4375,161.1875,52.1875,5284.0625,49.625,305.5,263.1875,190.6875,272.375,140.25,187.8125,37.6875,2.5625,68.75,94.75,12.5625,84.625,23.6875
552,552,-102.3333321,25.6666671,204.75,150.0625,52.3125,4927.8125,51.875,284.75,251,176.875,260.375,137.375,263.9375,53.3125,3.9375,71.6875,137,19.8125,113.625,31.0625
553,553,-101.6666653,25.6666671,200.25,145.8125,51.625,4906.1875,50.375,280.25,246.9375,149.625,256.3125,133.375,313.5625,58.9375,5.1875,67.375,161.25,27.625,149.375,37.75
554,554,-100.9999985,25.6666671,194.1875,136.625,51.0625,4666.875,52.6875,265.5625,238.0625,143.875,248.5,130.375,289.375,54.625,6,61.1875,138.9375,27.9375,119,35.5
555,555,-100.3333317,25.6666671,199.625,127,48.875,4644.875,62.8125,260.125,233.25,145.0625,253.6875,135.5625,588.3125,134,15.125,72.4375,291.375,51.25,215.5625,52.9375
556,556,-99.66666494,25.6666671,227.625,132.6875,44.625,5690.125,74.75,295,266.125,155.5625,294.25,149.75,663.25,146.8125,16.625,69.0625,309.3125,58.375,226.5,59
557,557,-98.99999817,25.6666671,234.375,129.9375,43.8125,5709.375,78.125,293,278.875,171.4375,299.6875,154.75,608.375,125.4375,17.25,64.0625,264.375,61.6875,214.3125,65
558,558,-98.33333139,25.6666671,233.625,121.5625,44.125,5282.125,86.25,272.75,275.875,187.8125,293,158.9375,619.8125,111.6875,15.0625,52.625,245.1875,77.875,204.8125,92.125
559,559,-97.66666461,25.6666671,232.8000031,104.8666687,42.33333206,4921.333496,100.1999969,244.7333374,271.2000122,184.3333282,288.9333191,164.0666656,692.2000122,144.8666687,20.20000076,55.06666565,282,90.33333588,194.1999969,108.2666702
560,560,-96.99999783,25.6666671,231,88.33333588,38.66666794,4793.666504,106,225.6666718,269.6666565,201.6666718,285.6666565,164,715.333313,163,21,57.66666794,300.3333435,97.33333588,172.6666718,124.3333359
583,583,-81.66666194,25.6666671,234,108.3333359,52,3564.666748,120.6666641,205.3333282,274,196,276,185,1320.666626,234,37.33333206,67.66666412,632,124.6666641,610,129.6666718
584,584,-80.99999517,25.6666671,235.6666718,106.6666641,52.46666718,3421.533447,125.5333328,200.9333344,274.2000122,190.3999939,276.3333435,189,1342.800049,241.1999969,36.73333359,63.79999924,615,128.2666626,572.0666504,128.3333282
585,585,-80.33332839,25.6666671,238.8999939,89.30000305,49.09999847,3197.699951,141.3000031,179.1999969,272.8999939,195.3000031,276.8999939,195.3000031,1447.800049,236.3999939,43.59999847,55.09999847,577,150.8999939,543.5,150.8999939
589,589,-77.66666128,25.6666671,248,69,46,2692,171,148,273,212,280,212,1306,189,48,53,540,159,495,159
590,590,-76.9999945,25.6666671,246.5,68.5,46.5,2563.5,174,145,271.5,218,279,213.5,1088,174,37.5,50.5,425,136,369.5,140
633,633,-108.3333331,25.0000005,248.8000031,158.6000061,60,4194.399902,101,261.6000061,297.6000061,233.8000031,297.6000061,194.8000031,579.2000122,180.8000031,1.200000048,118.1999969,424.6000061,9.600000381,424.6000061,56
634,634,-107.6666663,25.0000005,247.75,158.3125,59.875,3973.4375,103,262.5,291.0625,236.9375,293.5,194.875,741.8125,218.875,2.875,116.1875,543.125,14.375,428.9375,71.375
635,635,-106.9999995,25.0000005,230.5625,155.125,60.25,3483.3125,93.9375,255.4375,263.1875,228.8125,269.4375,182.3125,1043.9375,270.3125,7.5,102.875,696.375,29.875,533.5,128
636,636,-106.3333327,25.0000005,165.625,133.75,58.375,3136,49,227.0625,193.125,170.375,199.4375,120.875,1148.0625,264.3125,10.25,87.9375,687.3125,50.5625,429.125,183.4375
637,637,-105.6666659,25.0000005,143.5625,161.75,60.125,3620.0625,7.1875,266.6875,178.6875,129.0625,185.5,93.875,810.75,202.8125,7.75,96.6875,514,38.1875,463.4375,97.375
638,638,-104.9999992,25.0000005,163.8125,184.6875,61.5,3937.5625,10.4375,297.75,200.1875,144.8125,208.9375,109.8125,506,124.875,2.9375,103.8125,340.875,15.375,293.8125,36.875
639,639,-104.3333324,25.0000005,201.6875,191.4375,60.1875,4339.25,35.9375,315.9375,239.0625,184.5,250.875,142.0625,378.1875,92.8125,3.0625,100.75,249.625,13.5625,160.625,24.4375
640,640,-103.6666656,25.0000005,203.75,174.9375,58.25,4312,45.9375,297.75,241.3125,185.0625,252.125,143.8125,308.9375,76.0625,3.25,93.125,195.0625,14.1875,121.25,24
641,641,-102.9999988,25.0000005,203.5625,163.3125,59.25,3977.875,58.875,274.4375,240.3125,186.125,247.9375,148.375,268.4375,57.875,4.125,81.125,155.3125,16.1875,128.125,26.125
642,642,-102.3333321,25.0000005,206.4375,161.5625,59.25,3981.125,63.0625,271.3125,243.125,190.4375,250.9375,150.875,328.25,68.25,4.8125,80.1875,184.5625,19.3125,164.0625,33.0625
643,643,-101.6666653,25.0000005,188.5625,171.9375,59.625,4287.5625,42.375,286.625,231.4375,154.625,237,129.25,449.8125,82.1875,8.75,69.4375,225.4375,37.25,218.0625,47.625
644,644,-100.9999985,25.0000005,174.5,165.1875,58.8125,4232.625,34.4375,279.1875,216.0625,127.4375,223.125,116.3125,440.375,70.1875,11.75,55.375,194.5,46.75,180.8125,53.125
645,645,-100.3333317,25.0000005,162.6875,148.25,63.5,2855.5625,41.1875,232.9375,188.4375,129.6875,195.125,122.875,560.25,99.625,15.5,56.1875,245.25,56.875,209,63.3125
646,646,-99.66666494,25.0000005,224.0625,139.3125,48.125,5143.0625,72.5,287.625,259.375,154.1875,284,153.8125,763.9375,159.625,17.1875,68.25,346.125,59.3125,271.625,59.4375
647,647,-98.99999817,25.0000005,231.9375,136.125,45.8125,5372.3125,73.3125,293.6875,270.75,162.625,293.5,156.9375,690.25,147.0625,19.125,66.5625,306.1875,65.1875,226.1875,66.625
648,648,-98.33333139,25.0000005,233.75,127.5625,45.8125,5129,81.75,275.5,271.3125,176.125,290.875,161.125,653.75,131.625,18.875,56.625,273,79.6875,204.5625,92.5
649,649,-97.66666461,25.0000005,234.8571472,115.7142868,44.7142868,4907,94.7142868,255.4285736,271.5714417,196.1428528,290,166.1428528,680,135,20.2857151,50.2857132,276,95.57142639,177.5714264,116.7142868
674,674,-80.99999517,25.0000005,238,97,51,3221.5,134.5,188.5,275,194,276,194,1304,224.5,36,62.5,553,127,534.5,127
675,675,-80.33332839,25.0000005,240,93,51,3146,141,181,275,197,277,197,1372,238,36,60,559,132,531,132
678,678,-78.33332806,25.0000005,249.3333282,69.33333588,48.33333206,2527.666748,177.3333282,142,273.6666565,218,280,216,1261.333374,195.6666718,33.66666794,60.66666794,541,116.3333359,501,127.3333359
679,679,-77.66666128,25.0000005,249,70,50,2471,179,140,273,218,279,217,1256,198,28,62,542,105,496,120
681,681,-76.33332772,25.0000005,251,67,50,2277,185,134,273,231,280,222,1021,184,27,58,424,97,320,121
721,721,-109.6666666,24.3333339,242,143,55,4722,106,259,302,250,302,183,203,48,0,103,134,2,134,36
724,724,-107.6666663,24.3333339,253.1428528,149,59.8571434,3875.285645,112.1428604,247.4285736,297.1428528,239.4285736,297.7142944,202.4285736,499.7142944,150,0.428571433,113.7142868,357,8.285714149,265.8571472,48
725,725,-106.9999995,24.3333339,251.25,147.4375,59.6875,3508,115,245.3125,287.6875,244.9375,291.25,203.9375,716.0625,193.125,2.75,110.25,506.5625,13.4375,403.0625,73.3125
726,726,-106.3333327,24.3333339,201.8125,128.6875,57.375,3003.375,86.6875,222.6875,227.25,207.1875,234.8125,158.875,1153.25,283.1875,7.8125,98.625,746.1875,37.625,442.4375,137.375
727,727,-105.6666659,24.3333339,130.75,137.8125,59.25,3180.125,14.5,230.4375,162.0625,127.25,167.9375,87.3125,989.6875,231.75,8.6875,90.625,607.8125,49.9375,535.125,138.1875
728,728,-104.9999992,24.3333339,147.125,155.9375,60.125,3476.75,16.875,257.3125,178.625,128.4375,187.375,99.375,640,156.3125,4.5,103.625,432.625,23.6875,339,56.8125
729,729,-104.3333324,24.3333339,173.5,169.5,60.4375,3706,30.25,278.25,204.5,156.625,215.5625,121.75,523.5625,136.8125,4,107.0625,359.875,16.75,197,32.9375
730,730,-103.6666656,24.3333339,171.9375,179.4375,62.625,3523.9375,26.0625,283.9375,201,153.6875,211.8125,122.25,425.9375,114.8125,3.5,103.625,284.4375,13.8125,155.5625,25.4375
731,731,-102.9999988,24.3333339,193.875,179.6875,66.75,3026.375,55.1875,267,220,178.5625,226.1875,149.75,353.5,80.375,3.5,92.125,217.625,14.4375,162.1875,25.9375
732,732,-102.3333321,24.3333339,191.6875,182.0625,66.3125,3301.375,50.875,272.875,222.6875,176.8125,227.875,144.3125,334.625,69.75,3.375,83.3125,187.25,17.75,176.3125,33.75
733,733,-101.6666653,24.3333339,184.375,187.3125,65.3125,3640.4375,39.375,285.0625,219,165.375,225.375,133.25,367.5,72.0625,7.3125,67.9375,183,30.25,176.8125,44.75
734,734,-100.9999985,24.3333339,180.1875,180.3125,63.6875,3687,37.1875,281.1875,220.1875,150.875,222.0625,129,353.375,54.5,8.4375,54.5,149.0625,37.8125,147.9375,44.4375
735,735,-100.3333317,24.3333339,172.5625,165,65.3125,2958.5625,41,250.875,202.125,141.5625,205.625,131.1875,392.9375,60.0625,11.75,50.5,157.3125,47.25,147.75,50.9375
736,736,-99.66666494,24.3333339,201.4375,146.25,56.5,3875.875,62.5,258.875,234.875,150.9375,245.3125,147.5,736.4375,149.0625,16.0625,70.6875,327.75,58.25,285.8125,58.625
737,737,-98.99999817,24.3333339,229.125,138.0625,49.625,4653.875,80.375,275.6875,267.8125,176.8125,281.9375,164.125,698.1875,138.125,15.9375,66.9375,289.0625,64.25,233.0625,71.25
738,738,-98.33333139,24.3333339,235.8125,129.875,49.125,4632.125,91.75,262,282.5,195.125,288,171.1875,668.75,134.6875,15.375,60.4375,275.6875,71.125,224.5625,92.375
739,739,-97.66666461,24.3333339,238,118,47.40000153,4488.600098,102.8000031,246,285.3999939,214.8000031,288.3999939,175.8000031,740,150.8000031,16.79999924,55,307.6000061,83.40000153,231,119.4000015
763,763,-81.66666194,24.3333339,250,64,43,2951,172,146,277,227,285,210,1031,168,40,50,415,131,392,143
768,768,-78.33332806,24.3333339,250.8333282,70.33333588,49.16666794,2498.5,178.6666718,142,274.5,219.8333282,281.3333435,217.5,1143.666626,183,29.66666603,60.16666794,493.1666565,105,424.6666565,114.1666641
769,769,-77.66666128,24.3333339,251,70.75,50,2465.5,179.25,141,273.75,220.5,280.5,217.75,1116.75,187.5,26.75,61,484.25,98.25,402.75,108
772,772,-75.66666094,24.3333339,254.5,66,50.5,2125,190.5,128.5,275.5,236,282,228,960,185.5,25,57.5,410.5,99.5,289,101.5
811,811,-109.6666666,23.6666673,219.75,142.625,56.125,4344.5,83.875,252.625,269,217.625,273.875,165.375,339.875,107.25,0.5,117.375,240,3.5,205.125,40.75
815,815,-106.9999995,23.6666673,253.75,136.5,59.25,3422,124.5,228.25,290.5,244,293.25,208.5,652,167.25,0.75,111.75,463.25,6,337.5,61.25
816,816,-106.3333327,23.6666673,237.6875,124.1875,58.375,2992.375,123,211.5625,266.125,236.5625,271.1875,196.3125,954.3125,240.625,5.6875,104.0625,643.875,28.625,437,95.375
817,817,-105.6666659,23.6666673,157.6875,125.75,58.1875,3031.125,47.125,214.125,186.875,157.75,193,116,1129.875,259.4375,8.375,87.9375,675.6875,49.5,533,160.625
818,818,-104.9999992,23.6666673,139.6875,138.125,58.4375,3318.0625,19.6875,234.25,171.6875,125.6875,178.6875,94.625,838.625,189,6.3125,91.9375,521.9375,38.4375,437.5,109.0625
819,819,-104.3333324,23.6666673,165.5,151.5625,58.3125,3603.4375,32.0625,257.25,195.9375,148.25,206.25,115.25,549.375,136.5625,3.25,102.75,361.8125,16.5,224.5625,44.1875
820,820,-103.6666656,23.6666673,158.25,175.9375,62,3437.9375,12.75,281.25,186.3125,141.4375,197.75,110.0625,531.0625,129.625,3.9375,98.0625,336.25,15.4375,202.0625,43.5
821,821,-102.9999988,23.6666673,171.0625,187.875,65.5625,3340.4375,23.1875,284.6875,200.4375,153.9375,207.5,123.4375,408.625,93.4375,4.1875,91.4375,249.125,16.125,166.1875,35.25
822,822,-102.3333321,23.6666673,170.1875,187.1875,66.4375,3267.8125,25.5,279.875,199.1875,157.1875,206.875,125.0625,344.375,72.8125,4.3125,77.25,184.0625,19.3125,154.0625,34.6875
823,823,-101.6666653,23.6666673,168.75,184.5625,68.25,2947.1875,31,268.5,194.0625,158.75,201.3125,127.625,337.5625,61.4375,3.9375,65.125,158.1875,22.125,147.0625,39.875
824,824,-100.9999985,23.6666673,171.625,177.1875,65.6875,3191.625,34.4375,268.125,201.625,156.5625,206.5625,126.375,348.625,52.8125,7.8125,55.6875,148.625,36.8125,141.5625,45.25
825,825,-100.3333317,23.6666673,182.125,166,64.375,3154.75,46.9375,256,209.6875,149.625,215.5,137.3125,442.8125,69.8125,10.75,60.125,191.8125,43.0625,179.5,46.625
826,826,-99.66666494,23.6666673,171.625,148.375,62.125,3002.6875,45.625,236.9375,196.8125,132.375,203.875,128.9375,667.25,137.8125,13.875,69.9375,306.3125,55,261.4375,55.6875
827,827,-98.99999817,23.6666673,237.6875,134.0625,53.1875,4197.5,101.125,249.6875,275.875,190.75,283.75,179.1875,746.3125,153,15.3125,70.75,330.0625,58.9375,285.6875,62.625
828,828,-98.33333139,23.6666673,236.6875,124.8125,51.9375,4061.875,105.5,237.875,277.3125,214.4375,281.625,180.1875,789.6875,164.375,14.125,67.4375,360.1875,67.5,313.6875,92.25
829,829,-97.66666461,23.6666673,238.25,112.75,49.75,4033.25,113.25,225.75,279.75,211.5,283.25,182,1022,225.25,13.5,71.75,490.75,76.25,417.5,107.75
859,859,-77.66666128,23.6666673,252.75,73,51.5,2367.5,180.75,141,274.5,220.75,281.25,220.75,658.5,107,20.5,52.5,276,66.5,216.5,66.5
863,863,-74.99999417,23.6666673,258,65,52,1955,196,124,267,232,282,232,912,173,25,53,361,102,247,128
864,864,-74.33332739,23.6666673,257,65,51,2087,194,126,278,238,283,230,1022,211,30,56,422,115,260,118
901,901,-109.6666666,23.0000007,224.4285736,131,56.57143021,3798.142822,98.42857361,229.2857208,264.8571472,225.4285736,272.2857056,176,334,108.8571396,0.142857149,118.8571396,237,2.714285612,213.1428528,30.2857151
906,906,-106.3333327,23.0000007,248.5,102.8333359,56.66666794,3075.333252,146.8333282,179.6666718,282.6666565,238,283.5,208.1666718,792.333313,206,3,115.3333359,584,14.5,419.8333435,62.5
907,907,-105.6666659,23.0000007,227.375,115.25,59.0625,2855.0625,121.25,193.625,255.375,224.0625,259,187.875,1137.375,277.8125,4.8125,103.375,771.6875,29,581.875,109.1875
908,908,-104.9999992,23.0000007,178.9375,129.5,59,3068.125,63.625,217.75,206.5,177.4375,212.875,135.8125,975.4375,234.3125,4.25,99.1875,641.0625,30.3125,446.25,121
909,909,-104.3333324,23.0000007,160.125,144.4375,59.4375,3305.3125,33,241.1875,190.75,151.25,196.9375,113.875,623.5625,159.5625,2.625,103.3125,406.3125,15.5,247,58.875
910,910,-103.6666656,23.0000007,153.6875,162.75,61.25,3252.25,15.8125,263.375,182.0625,138.25,190.4375,108.0625,517.25,126.875,3.0625,97.75,324.75,15.5,206.0625,53.6875
