Region	RCP	Timestep	RCM	Ensemble	Variable	Period
AFR-44i	rcp45	mon	SMHI-RCA4	r1i1p1	tasmin	2006-2100
AFR-44i	rcp85	mon	SMHI-RCA4	r1i1p1	tasmin	2006-2100
AFR-44	evaluation	day	SMHI-RCA4	r1i1p1	pr	1980-2010
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	clivi	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	clt	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	clwvi	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	evspsbl	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	hfls	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	hfss	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	hus850	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	huss	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	mrfso	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	mrros	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	mrro	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	mrso	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	prc	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	prsn	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	prw	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	pr	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	psl	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	ps	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	rlds	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	rlus	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	rlut	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	rsds	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	rsdt	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	rsus	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	rsut	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	sfcWindmax	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	sfcWind	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	sic	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	snc	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	snd	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	snm	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	snw	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	ta200	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	ta500	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	ta850	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	tasmax	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	tasmin	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	tas	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	tauu	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	tauv	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	ts	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	ua200	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	ua500	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	ua850	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	uas	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	va200	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	va500	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	va850	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	vas	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	zg200	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	zg500	1950-2005
AFR-44	historical	day	CCCma-CanRCM4	r1i1p1	zmla	1950-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	clivi	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	clt	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	clwvi	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	drain	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	evspsbl	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	hfls	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	hfss	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	hus850	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	huss	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	mrros	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	mrro	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	mrso	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	prc	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	prhmax	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	prsn	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	prw	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	pr	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	psl	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	ps	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	rlds	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	rlus	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	rlut	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	rsds	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	rsdt	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	rsus	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	rsut	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	sfcWindmax	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	sfcWind	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	sic	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	snc	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	snd	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	snm	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	snw	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	sund	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	ta200	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	ta500	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	ta850	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	tasmax	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	tasmin	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	tas	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	tauu	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	tauv	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	ts	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	ua200	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	ua500	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	ua850	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	uas	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	va200	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	va500	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	va850	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	vas	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	zg200	1951-2005
AFR-44	historical	day	DMI-HIRHAM5	r3i1p1	zg500	1951-2005
AFR-44	historical	day	SMHI-RCA4	r12i1p1	pr	1951-2005
AFR-44	historical	day	SMHI-RCA4	r1i1p1	pr	1951-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	clt	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	evspsbl	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	hfls	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	hfss	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	hus850	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	huss	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	mrfso	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	mrros	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	mrro	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	mrso	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	pr	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	psl	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	rlds	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	rlus	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	rlut	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	rsds	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	rsdt	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	rsus	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	rsut	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	sfcWindmax	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	sfcWind	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	sic	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	snc	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	snd	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	snm	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	snw	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	ta200	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	ta500	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	ta850	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	tasmax	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	tasmin	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	tas	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	ua200	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	ua500	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	ua850	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	uas	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	va200	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	va500	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	va850	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	vas	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	zg200	1950-2005
AFR-44	historical	mon	CCCma-CanRCM4	r1i1p1	zg500	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	clh	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	clivi	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	cll	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	clm	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	clt	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	clwvi	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	emp	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	evspsble	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	evspsbls	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	hflse	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	hflss	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	hfls	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	hfss	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	hurs	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	hus1000	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	hus100	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	hus10	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	hus150	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	hus200	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	hus250	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	hus300	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	hus30	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	hus400	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	hus500	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	hus50	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	hus600	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	hus700	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	hus70	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	hus850	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	hus925	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	huss	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	ice	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	lcrft	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	lolhus	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	lolmw	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	lolta	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	lolzg	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	lolzw	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	ltocl	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	mrro	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	mrso	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	mswd	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	prsnc	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	prsnls	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	prsn	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	prw	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	pr	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	psl	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	ps	1950-2005
AFR-44	historical	mon	CNRM-ALADIN52	r8i1p1	rcon	1950-2005
