ID VARIABLE	VARIABLE	ID ESTACION	ESTACION
9000&sid	Voltaje acumulador	0021201200&sid	ESC LA UNION
0027&sid	Humedad del Aire	0021201580&sid	PASQUILLA
0068&sid	Temperatura del Aire	0021201580&sid	PASQUILLA
0240&sid	Precipitaci贸n	0021201580&sid	PASQUILLA
0310&sid	Precipitaci贸n Acumulada Diaria	0021201580&sid	PASQUILLA
0311&sid	Precipitaci贸n Horaria	0021201580&sid	PASQUILLA
9000&sid	Voltaje acumulador	0021201580&sid	PASQUILLA
0027&sid	Humedad del Aire	0021201980&sid	CERRO GUADALUPE
0068&sid	Temperatura del Aire	0021201980&sid	CERRO GUADALUPE
0240&sid	Precipitacion	0021201980&sid	CERRO GUADALUPE
0310&sid	Precipitacion Acumulada Diaria	0021201980&sid	CERRO GUADALUPE
0311&sid	Precipitacion Horaria	0021201980&sid	CERRO GUADALUPE
9000&sid	Voltaje acumulador	0021201980&sid	CERRO GUADALUPE
0027&sid	Humedad del Aire	0021202170&sid	SIERRA MORENA
0068&sid	Temperatura del Aire	0021202170&sid	SIERRA MORENA
0240&sid	Precipitaci贸n	0021202170&sid	SIERRA MORENA
0310&sid	Precipitaci贸n Acumulada Diaria	0021202170&sid	SIERRA MORENA
0311&sid	Precipitaci贸n Horaria	0021202170&sid	SIERRA MORENA
9000&sid	Voltaje acumulador	0021202170&sid	SIERRA MORENA
9002&sid	Voltaje m谩ximo	0021202170&sid	SIERRA MORENA
0027&sid	Humedad del Aire	0021202180&sid	QUIBA
0068&sid	Temperatura del Aire	0021202180&sid	QUIBA
0240&sid	Precipitaci贸n	0021202180&sid	QUIBA
0310&sid	Precipitaci贸n Acumulada Diaria	0021202180&sid	QUIBA
0311&sid	Precipitaci贸n Horaria	0021202180&sid	QUIBA
9000&sid	Voltaje acumulador	0021202180&sid	QUIBA
9002&sid	Voltaje m谩ximo	0021202180&sid	QUIBA
0027&sid	Humedad del Aire	0021202190&sid	JUAN REY
0068&sid	Temperatura del Aire	0021202190&sid	JUAN REY
0240&sid	Precipitaci贸n	0021202190&sid	JUAN REY
0310&sid	Precipitaci贸n Acumulada Diaria	0021202190&sid	JUAN REY
0311&sid	Precipitaci贸n Horaria	0021202190&sid	JUAN REY
9000&sid	Voltaje acumulador	0021202190&sid	JUAN REY
9002&sid	Voltaje m谩ximo	0021202190&sid	JUAN REY
0027&sid	Humedad del Aire	0021202200&sid	VITELMA
0068&sid	Temperatura del Aire	0021202200&sid	VITELMA
0240&sid	Precipitaci贸n	0021202200&sid	VITELMA
0310&sid	Precipitaci贸n Acumulada Diaria	0021202200&sid	VITELMA
0311&sid	Precipitaci贸n Horaria	0021202200&sid	VITELMA
9000&sid	Voltaje acumulador	0021202200&sid	VITELMA
9002&sid	Voltaje m谩ximo	0021202200&sid	VITELMA
0240&sid	Precipitaci贸n	0021202210&sid	MICAELA
0310&sid	Precipitaci贸n Acumulada Diaria	0021202210&sid	MICAELA
0311&sid	Precipitaci贸n Horaria	0021202210&sid	MICAELA
9000&sid	Voltaje acumulador	0021202210&sid	MICAELA
9002&sid	Voltaje m谩ximo	0021202210&sid	MICAELA
0027&sid	Humedad del Aire	0021202220&sid	PARAISO
0068&sid	Temperatura del Aire	0021202220&sid	PARAISO
0240&sid	Precipitaci贸n	0021202220&sid	PARAISO
0310&sid	Precipitaci贸n Acumulada Diaria	0021202220&sid	PARAISO
0311&sid	Precipitaci贸n Horaria	0021202220&sid	PARAISO
9000&sid	Voltaje acumulador	0021202220&sid	PARAISO
9002&sid	Voltaje m谩ximo	0021202220&sid	PARAISO
0027&sid	Humedad del Aire	0021202230&sid	UAN SEDE USME
0068&sid	Temperatura del Aire	0021202230&sid	UAN SEDE USME
0240&sid	Precipitaci贸n	0021202230&sid	UAN SEDE USME
0310&sid	Precipitacion Acumulada Diaria	0021202230&sid	UAN SEDE USME
0311&sid	Precipitaci贸n Horaria	0021202230&sid	UAN SEDE USME
9000&sid	Voltaje acumulador	0021202230&sid	UAN SEDE USME
9002&sid	Voltaje m谩ximo	0021202230&sid	UAN SEDE USME
0027&sid	Humedad del Aire	0021202240&sid	UAN SEDE CIRCUNVALAR
0068&sid	Temperatura del Aire	0021202240&sid	UAN SEDE CIRCUNVALAR
0240&sid	Precipitaci贸n	0021202240&sid	UAN SEDE CIRCUNVALAR
0310&sid	Precipitaci贸n Acumulada Diaria	0021202240&sid	UAN SEDE CIRCUNVALAR
0311&sid	Precipitaci贸n Horaria	0021202240&sid	UAN SEDE CIRCUNVALAR
9000&sid	Voltaje acumulador	0021202240&sid	UAN SEDE CIRCUNVALAR
0027&sid	Humedad del Aire	0021202250&sid	DO袮 JUANA
0068&sid	Temperatura del Aire	0021202250&sid	DO袮 JUANA
0240&sid	Precipitaci贸n	0021202250&sid	DO袮 JUANA
0310&sid	Precipitaci贸n Acumulada Diaria	0021202250&sid	DO袮 JUANA
0311&sid	Precipitaci贸n Horaria	0021202250&sid	DO袮 JUANA
9000&sid	Voltaje acumulador	0021202250&sid	DO袮 JUANA
9002&sid	Voltaje m谩ximo	0021202250&sid	DO袮 JUANA
0027&sid	Humedad aire 2 m	0021205012&sid	UNIV NACIONAL
0068&sid	Temp Aire 2 m	0021205012&sid	UNIV NACIONAL
0069&sid	Temp Max Aire 2 m	0021205012&sid	UNIV NACIONAL
0070&sid	Temp Min Aire 2 m	0021205012&sid	UNIV NACIONAL
0103&sid	Velocidad Viento (10 min)	0021205012&sid	UNIV NACIONAL
0104&sid	Direccion Viento (10min)	0021205012&sid	UNIV NACIONAL
0105&sid	Vel Viento Max (1h)	0021205012&sid	UNIV NACIONAL
0107&sid	Dir Vel Max (1h)	0021205012&sid	UNIV NACIONAL
0108&sid	Temp Virtual (1h)	0021205012&sid	UNIV NACIONAL
0109&sid	Temp Max Virtual	0021205012&sid	UNIV NACIONAL
0110&sid	Temp Min Virtual	0021205012&sid	UNIV NACIONAL
0239&sid	Radiacion Global	0021205012&sid	UNIV NACIONAL
0240&sid	Precipitacion	0021205012&sid	UNIV NACIONAL
0255&sid	Presi髇 Atmosferica (1h)	0021205012&sid	UNIV NACIONAL
0310&sid	Precipitacion Acumulada Diaria	0021205012&sid	UNIV NACIONAL
9000&sid	voltaje acumulador	0021205012&sid	UNIV NACIONAL
0028&sid	Humedad aire 2m TX cada 2 minutos	0021205790&sid	EL DORADO - TXGPRS
0071&sid	Temperatura Aire 2m TX cada 2 minuto	0021205790&sid	EL DORADO - TXGPRS
0111&sid	Velocidad Viento TX cada 2 minutos	0021205790&sid	EL DORADO - TXGPRS
0112&sid	Direccion Viento con TX cada 2 minutos	0021205790&sid	EL DORADO - TXGPRS
0257&sid	Precipitacion con TX cada 2 minutos	0021205790&sid	EL DORADO - TXGPRS
0258&sid	Presion Atmosferica con TX cada 2 minuto	0021205790&sid	EL DORADO - TXGPRS
0259&sid	Acum Rad Solar con TX cada 2 minutos	0021205790&sid	EL DORADO - TXGPRS
9000&sid	voltaje acumulador	0021205790&sid	EL DORADO - TXGPRS
0027&sid	Humedad del Aire 2 mt	0021206600&sid	NUEVA GENERACION
0068&sid	Temperatura del Aire 2 mt	0021206600&sid	NUEVA GENERACION
0069&sid	Temp Max Aire 2mt	0021206600&sid	NUEVA GENERACION
0070&sid	Temp. Minima Aire 2 mt	0021206600&sid	NUEVA GENERACION
0103&sid	Velocidad Viento	0021206600&sid	NUEVA GENERACION
0104&sid	Direccion Viento	0021206600&sid	NUEVA GENERACION
0105&sid	Velocidad Viento Maxima	0021206600&sid	NUEVA GENERACION
0107&sid	Direcc. Vel Vto Maxima	0021206600&sid	NUEVA GENERACION
0239&sid	Radiacion Global	0021206600&sid	NUEVA GENERACION
0240&sid	Precipitacion	0021206600&sid	NUEVA GENERACION
0310&sid	Precipitacion Acumulada Diaria	0021206600&sid	NUEVA GENERACION
9000&sid	Voltaje Acumulador	0021206600&sid	NUEVA GENERACION
0027&sid	Humedad del Aire	0021206780&sid	LA INDEPENDENCIA FOPAE
0068&sid	Temperatura del Aire	0021206780&sid	LA INDEPENDENCIA FOPAE
0230&sid	Nivel instantaneo	0021206780&sid	LA INDEPENDENCIA FOPAE
0231&sid	Nivel M谩ximo	0021206780&sid	LA INDEPENDENCIA FOPAE
0240&sid	Precipitaci贸n	0021206780&sid	LA INDEPENDENCIA FOPAE
0310&sid	Precipitaci贸n Acumulada Diaria	0021206780&sid	LA INDEPENDENCIA FOPAE
0311&sid	Precipitaci贸n Horaria	0021206780&sid	LA INDEPENDENCIA FOPAE
9000&sid	Voltaje Acumulador	0021206780&sid	LA INDEPENDENCIA FOPAE
9002&sid	Voltaje m谩ximo	0021206780&sid	LA INDEPENDENCIA FOPAE
0027&sid	Humedad aire 2 m	0021206790&sid	HDA STA ANA
0030&sid	Humedad Aire 10 cm	0021206790&sid	HDA STA ANA
0068&sid	Temp Aire 2 m	0021206790&sid	HDA STA ANA
0069&sid	Temp Max Aire 2 m	0021206790&sid	HDA STA ANA
0070&sid	Temp Min Aire 2 m	0021206790&sid	HDA STA ANA
0075&sid	Temp Aire 10 cm	0021206790&sid	HDA STA ANA
0076&sid	Temp Max Aire 10 cm	0021206790&sid	HDA STA ANA
0077&sid	Temp Min Aire 10 cm	0021206790&sid	HDA STA ANA
0103&sid	Velocidad Viento (10 min)	0021206790&sid	HDA STA ANA
0104&sid	Direccion Viento (10min)	0021206790&sid	HDA STA ANA
0105&sid	Vel Viento Max (1h)	0021206790&sid	HDA STA ANA
0107&sid	Dir Vel Max (1h)	0021206790&sid	HDA STA ANA
0108&sid	Temp Virtual (1h)	0021206790&sid	HDA STA ANA
0109&sid	Temp Max Virtual	0021206790&sid	HDA STA ANA
0110&sid	Temp Min Virtual	0021206790&sid	HDA STA ANA
0237&sid	Radiacion Visible	0021206790&sid	HDA STA ANA
0239&sid	Radiacion Global	0021206790&sid	HDA STA ANA
0240&sid	Precipitacion	0021206790&sid	HDA STA ANA
0260&sid	Evaporaci髇	0021206790&sid	HDA STA ANA
0263&sid	Humedad Suelo 20 cm	0021206790&sid	HDA STA ANA
0264&sid	Temp Suelo 20 cm	0021206790&sid	HDA STA ANA
0310&sid	Precipitacion Acumulada Diaria	0021206790&sid	HDA STA ANA
9000&sid	voltaje acumulador	0021206790&sid	HDA STA ANA
0027&sid	Humedad del Aire	0021206810&sid	SAN BENITO
0068&sid	Temperatura del Aire	0021206810&sid	SAN BENITO
0230&sid	Nivel instanteneo	0021206810&sid	SAN BENITO
0231&sid	Nivel M谩ximo	0021206810&sid	SAN BENITO
0240&sid	Precipitaci贸n	0021206810&sid	SAN BENITO
0310&sid	Precipitaci贸n Acumulada Diaria	0021206810&sid	SAN BENITO
0311&sid	Precipitaci贸n Horaria	0021206810&sid	SAN BENITO
9000&sid	Voltaje acumulador	0021206810&sid	SAN BENITO
9002&sid	Voltaje m谩ximo	0021206810&sid	SAN BENITO
0027&sid	Humedad del Aire	0021206890&sid	CERRO CAZADORES
0068&sid	Temperatura del Aire	0021206890&sid	CERRO CAZADORES
0240&sid	Precipitacion	0021206890&sid	CERRO CAZADORES
0310&sid	Precipitacion Acumulada Diaria	0021206890&sid	CERRO CAZADORES
0311&sid	Precipitacion Horaria	0021206890&sid	CERRO CAZADORES
9000&sid	Voltaje acumulador	0021206890&sid	CERRO CAZADORES
0027&sid	Humedad del Aire	0021206900&sid	LA ESPERANZA USME
0068&sid	Temperatura del Aire	0021206900&sid	LA ESPERANZA USME
0240&sid	Precipitaci贸n	0021206900&sid	LA ESPERANZA USME
0310&sid	Precipitaci贸n Acumulada Diaria	0021206900&sid	LA ESPERANZA USME
0311&sid	Precipitaci贸n Horaria	0021206900&sid	LA ESPERANZA USME
9000&sid	Voltaje Acumulador	0021206900&sid	LA ESPERANZA USME
0027&sid	Humedad aire 2 m	0021206920&sid	VILLA TERESA
0068&sid	Temp Aire 2 m	0021206920&sid	VILLA TERESA
0069&sid	Temp Max Aire 2 m	0021206920&sid	VILLA TERESA
0070&sid	Temp Min Aire 2 m	0021206920&sid	VILLA TERESA
0103&sid	Velocidad Viento (10 min)	0021206920&sid	VILLA TERESA
0104&sid	Direccion Viento (10min)	0021206920&sid	VILLA TERESA
0105&sid	Vel Viento Max (1h)	0021206920&sid	VILLA TERESA
0107&sid	Dir Vel Max (1h)	0021206920&sid	VILLA TERESA
0108&sid	Temp Virtual (1h)	0021206920&sid	VILLA TERESA
0109&sid	Temp Max Virtual	0021206920&sid	VILLA TERESA
0110&sid	Temp Min Virtual	0021206920&sid	VILLA TERESA
0239&sid	Radiacion Global	0021206920&sid	VILLA TERESA
0240&sid	Precipitacion	0021206920&sid	VILLA TERESA
0310&sid	Precipitacion Acumulada Diaria	0021206920&sid	VILLA TERESA
9000&sid	voltaje acumulador	0021206920&sid	VILLA TERESA
0027&sid	Humedad aire 2 m	0021206930&sid	PMO GUERRERO
0068&sid	Temp Aire 2 m	0021206930&sid	PMO GUERRERO
0069&sid	Temp Max Aire 2 m	0021206930&sid	PMO GUERRERO
0070&sid	Temp Min Aire 2 m	0021206930&sid	PMO GUERRERO
0103&sid	Velocidad Viento (10 min)	0021206930&sid	PMO GUERRERO
0104&sid	Direccion Viento (10min)	0021206930&sid	PMO GUERRERO
0105&sid	Vel Viento Max (1h)	0021206930&sid	PMO GUERRERO
0107&sid	Dir Vel Max (1h)	0021206930&sid	PMO GUERRERO
0108&sid	Temp Virtual (1h)	0021206930&sid	PMO GUERRERO
0109&sid	Temp Max Virtual	0021206930&sid	PMO GUERRERO
0110&sid	Temp Min Virtual	0021206930&sid	PMO GUERRERO
0240&sid	Precipitacion	0021206930&sid	PMO GUERRERO
0241&sid	Temp Suelo 10 cm	0021206930&sid	PMO GUERRERO
0242&sid	Temp Suelo 30 cm	0021206930&sid	PMO GUERRERO
0243&sid	Temp Suelo 50 cm	0021206930&sid	PMO GUERRERO
0245&sid	Humedad Suelo 10 cm	0021206930&sid	PMO GUERRERO
0246&sid	Humedad Suelo 30 cm	0021206930&sid	PMO GUERRERO
0247&sid	Humedad Suelo 50 cm	0021206930&sid	PMO GUERRERO
0255&sid	Presi髇 Atmosferica (1h)	0021206930&sid	PMO GUERRERO
0260&sid	Evaporaci髇	0021206930&sid	PMO GUERRERO
0310&sid	Precipitacion Acumulada Diaria	0021206930&sid	PMO GUERRERO
9000&sid	voltaje acumulador	0021206930&sid	PMO GUERRERO
0027&sid	Humedad aire 2 m	0021206940&sid	CIUDAD BOLIVAR
0068&sid	Temp Aire 2 m	0021206940&sid	CIUDAD BOLIVAR
0069&sid	Temp Max Aire 2 m	0021206940&sid	CIUDAD BOLIVAR
0070&sid	Temp Min Aire 2 m	0021206940&sid	CIUDAD BOLIVAR
0103&sid	Velocidad Viento (10 min)	0021206940&sid	CIUDAD BOLIVAR
0104&sid	Direccion Viento (10min)	0021206940&sid	CIUDAD BOLIVAR
0105&sid	Vel Viento Max (1h)	0021206940&sid	CIUDAD BOLIVAR
0107&sid	Dir Vel Max (1h)	0021206940&sid	CIUDAD BOLIVAR
0108&sid	Temp Virtual (1h)	0021206940&sid	CIUDAD BOLIVAR
0109&sid	Temp Max Virtual	0021206940&sid	CIUDAD BOLIVAR
0110&sid	Temp Min Virtual	0021206940&sid	CIUDAD BOLIVAR
0239&sid	Radiacion Global	0021206940&sid	CIUDAD BOLIVAR
0240&sid	Precipitacion	0021206940&sid	CIUDAD BOLIVAR
0255&sid	Presi髇 Atmosferica (1h)	0021206940&sid	CIUDAD BOLIVAR
0310&sid	Precipitacion Acumulada Diaria	0021206940&sid	CIUDAD BOLIVAR
9000&sid	voltaje acumulador	0021206940&sid	CIUDAD BOLIVAR
0027&sid	Humedad aire 2 m	0021206950&sid	PMO GUACHENEQUE
0068&sid	Temp Aire 2 m	0021206950&sid	PMO GUACHENEQUE
0069&sid	Temp Max Aire 2 m	0021206950&sid	PMO GUACHENEQUE
0070&sid	Temp Min Aire 2 m	0021206950&sid	PMO GUACHENEQUE
0103&sid	Velocidad Viento (10 min)	0021206950&sid	PMO GUACHENEQUE
0104&sid	Direccion Viento (10min)	0021206950&sid	PMO GUACHENEQUE
0105&sid	Vel Viento Max (1h)	0021206950&sid	PMO GUACHENEQUE
0107&sid	Dir Vel Max (1h)	0021206950&sid	PMO GUACHENEQUE
0108&sid	Temp Virtual (1h)	0021206950&sid	PMO GUACHENEQUE
0109&sid	Temp Max Virtual	0021206950&sid	PMO GUACHENEQUE
0110&sid	Temp Min Virtual	0021206950&sid	PMO GUACHENEQUE
0240&sid	Precipitacion	0021206950&sid	PMO GUACHENEQUE
0241&sid	Temp Suelo 10 cm	0021206950&sid	PMO GUACHENEQUE
0242&sid	Temp Suelo 30 cm	0021206950&sid	PMO GUACHENEQUE
0243&sid	Temp Suelo 50 cm	0021206950&sid	PMO GUACHENEQUE
0245&sid	Humedad Suelo 10 cm	0021206950&sid	PMO GUACHENEQUE
0246&sid	Humedad Suelo 30 cm	0021206950&sid	PMO GUACHENEQUE
0247&sid	Humedad Suelo 50 cm	0021206950&sid	PMO GUACHENEQUE
0255&sid	Presi髇 Atmosferica (1h)	0021206950&sid	PMO GUACHENEQUE
0260&sid	Evaporaci髇	0021206950&sid	PMO GUACHENEQUE
0310&sid	Precipitaci髇 Acumulada Diaria	0021206950&sid	PMO GUACHENEQUE
9000&sid	voltaje acumulador	0021206950&sid	PMO GUACHENEQUE
0027&sid	Humedad aire 2 m	0021206960&sid	IDEAM BOGOTA
0068&sid	Temp Aire 2 m	0021206960&sid	IDEAM BOGOTA
0069&sid	Temp Max Aire 2 m	0021206960&sid	IDEAM BOGOTA
0070&sid	Temp Min Aire 2 m	0021206960&sid	IDEAM BOGOTA
0103&sid	Velocidad Viento (10 min)	0021206960&sid	IDEAM BOGOTA
0104&sid	Direccion Viento (10min)	0021206960&sid	IDEAM BOGOTA
0105&sid	Vel Viento Max (1h)	0021206960&sid	IDEAM BOGOTA
0107&sid	Dir Vel Max (1h)	0021206960&sid	IDEAM BOGOTA
0108&sid	Temp Virtual (1h)	0021206960&sid	IDEAM BOGOTA
0109&sid	Temp Max Virtual	0021206960&sid	IDEAM BOGOTA
0110&sid	Temp Min Virtual	0021206960&sid	IDEAM BOGOTA
0239&sid	Radiacion Global	0021206960&sid	IDEAM BOGOTA
0240&sid	Precipitacion	0021206960&sid	IDEAM BOGOTA
0255&sid	Presi髇 Atmosferica (1h)	0021206960&sid	IDEAM BOGOTA
0310&sid	Precipitacion Acumulada Diaria	0021206960&sid	IDEAM BOGOTA
9000&sid	voltaje acumulador	0021206960&sid	IDEAM BOGOTA
9500&sid	Error 500 General	0021206960&sid	IDEAM BOGOTA
9501&sid	Error 501 SAT HDR	0021206960&sid	IDEAM BOGOTA
9502&sid	Error 502 LogoSens error counters	0021206960&sid	IDEAM BOGOTA
9503&sid	SAT HDR Firmware version	0021206960&sid	IDEAM BOGOTA
0027&sid	Humedad aire 2 m	0021206980&sid	STA CRUZ DE SIECHA
0030&sid	Humedad Aire 10 cm	0021206980&sid	STA CRUZ DE SIECHA
0068&sid	Temp Aire 2 m	0021206980&sid	STA CRUZ DE SIECHA
0069&sid	Temp Max Aire 2 m	0021206980&sid	STA CRUZ DE SIECHA
0070&sid	Temp Min Aire 2 m	0021206980&sid	STA CRUZ DE SIECHA
0075&sid	Temp Aire 10 cm	0021206980&sid	STA CRUZ DE SIECHA
0076&sid	Temp Max Aire 10 cm	0021206980&sid	STA CRUZ DE SIECHA
0077&sid	Temp Min Aire 10 cm	0021206980&sid	STA CRUZ DE SIECHA
0103&sid	Velocidad Viento (10 min)	0021206980&sid	STA CRUZ DE SIECHA
0104&sid	Direccion Viento (10min)	0021206980&sid	STA CRUZ DE SIECHA
0105&sid	Vel Viento Max (1h)	0021206980&sid	STA CRUZ DE SIECHA
0107&sid	Dir Vel Max (1h)	0021206980&sid	STA CRUZ DE SIECHA
0108&sid	Temp Virtual (1h)	0021206980&sid	STA CRUZ DE SIECHA
0109&sid	Temp Max Virtual	0021206980&sid	STA CRUZ DE SIECHA
0110&sid	Temp Min Virtual	0021206980&sid	STA CRUZ DE SIECHA
0237&sid	Radiacion Visible	0021206980&sid	STA CRUZ DE SIECHA
0239&sid	Radiacion Global	0021206980&sid	STA CRUZ DE SIECHA
0240&sid	Precipitacion	0021206980&sid	STA CRUZ DE SIECHA
0260&sid	Evaporaci髇	0021206980&sid	STA CRUZ DE SIECHA
0263&sid	Humedad Suelo 20 cm	0021206980&sid	STA CRUZ DE SIECHA
0264&sid	Temp Suelo 20 cm	0021206980&sid	STA CRUZ DE SIECHA
0310&sid	Precipitacion Acumulada Diaria	0021206980&sid	STA CRUZ DE SIECHA
9000&sid	voltaje acumulador	0021206980&sid	STA CRUZ DE SIECHA
0027&sid	Humedad aire 2 m	0021206990&sid	TIBAITATA
0030&sid	Humedad Aire 10 cm	0021206990&sid	TIBAITATA
0068&sid	Temp Aire 2 m	0021206990&sid	TIBAITATA
0069&sid	Temp Max Aire 2 m	0021206990&sid	TIBAITATA
0070&sid	Temp Min Aire 2 m	0021206990&sid	TIBAITATA
0075&sid	Temp Aire 10 cm	0021206990&sid	TIBAITATA
0076&sid	Temp Max Aire 10 cm	0021206990&sid	TIBAITATA
0077&sid	Temp Min Aire 10 cm	0021206990&sid	TIBAITATA
0103&sid	Velocidad Viento (10 min)	0021206990&sid	TIBAITATA
0104&sid	Direccion Viento (10min)	0021206990&sid	TIBAITATA
0105&sid	Vel Viento Max (1h)	0021206990&sid	TIBAITATA
0107&sid	Dir Vel Max (1h)	0021206990&sid	TIBAITATA
0237&sid	Radiacion Visible	0021206990&sid	TIBAITATA
0239&sid	Radiacion Global	0021206990&sid	TIBAITATA
0240&sid	Precipitacion	0021206990&sid	TIBAITATA
0241&sid	Temp Suelo 10 cm	0021206990&sid	TIBAITATA
0242&sid	Temp Suelo 30 cm	0021206990&sid	TIBAITATA
0243&sid	Temp Suelo 50 cm	0021206990&sid	TIBAITATA
0245&sid	Humedad Suelo 10 cm	0021206990&sid	TIBAITATA
0246&sid	Humedad Suelo 30 cm	0021206990&sid	TIBAITATA
0247&sid	Humedad Suelo 50 cm	0021206990&sid	TIBAITATA
0255&sid	Presi髇 Atmosferica (1h)	0021206990&sid	TIBAITATA
0260&sid	Evaporaci髇	0021206990&sid	TIBAITATA
0310&sid	Precipitacion Acumulada Diaria	0021206990&sid	TIBAITATA
9000&sid	voltaje acumulador	0021206990&sid	TIBAITATA
0230&sid	Nivel Instantaneo	0021207190&sid	SAUCIO
0231&sid	Nivel Maximo	0021207190&sid	SAUCIO
0232&sid	Nivel Minimo	0021207190&sid	SAUCIO
9000&sid	Voltaje Acumulador	0021207190&sid	SAUCIO
0027&sid	Humedad del Aire	0021208480&sid	KENNEDY
0068&sid	Temperatura del Aire	0021208480&sid	KENNEDY
0230&sid	Nivel instantaneo	0021208480&sid	KENNEDY
0231&sid	Nivel m谩ximo	0021208480&sid	KENNEDY
0240&sid	Precipitaci贸n	0021208480&sid	KENNEDY
0310&sid	Precipitaci贸n Acumulada Diaria	0021208480&sid	KENNEDY
9000&sid	Voltaje acumulador	0021208480&sid	KENNEDY
9002&sid	Voltaje m谩ximo	0021208480&sid	KENNEDY
0230&sid	Nivel Instantaneo	0021209920&sid	STA ROSITA
0231&sid	Nivel Maximo	0021209920&sid	STA ROSITA
0232&sid	Nivel Minimo	0021209920&sid	STA ROSITA
0240&sid	precipitacion	0021209920&sid	STA ROSITA
0310&sid	Precipitacion Acumulada Diaria	0021209920&sid	STA ROSITA
9000&sid	voltaje acumulador	0021209920&sid	STA ROSITA
0027&sid	Humedad del Aire	0021209940&sid	GRAVILLERA
0068&sid	Temperatura del Aire	0021209940&sid	GRAVILLERA
0230&sid	Nivel Instantaneo	0021209940&sid	GRAVILLERA
0231&sid	Nivel m谩ximo	0021209940&sid	GRAVILLERA
9000&sid	Voltaje Acumulador	0021209940&sid	GRAVILLERA
0009&sid	Precipitacion S髄ida	0021215150&sid	NEV DEL TOLIMA
0027&sid	H. aire 2m	0021215150&sid	NEV DEL TOLIMA
0068&sid	T. Aire 2m	0021215150&sid	NEV DEL TOLIMA
0069&sid	T. Max Aire 2m	0021215150&sid	NEV DEL TOLIMA
0070&sid	T. Min Aire 2m	0021215150&sid	NEV DEL TOLIMA
0103&sid	Velocidad Viento (10 min)	0021215150&sid	NEV DEL TOLIMA
0104&sid	Direccion Viento (10min)	0021215150&sid	NEV DEL TOLIMA
0105&sid	Vel Viento Max (1h)	0021215150&sid	NEV DEL TOLIMA
0107&sid	Dir Vel Max (1h)	0021215150&sid	NEV DEL TOLIMA
0108&sid	T.Virtual (1h)	0021215150&sid	NEV DEL TOLIMA
0109&sid	T. Max Virtual	0021215150&sid	NEV DEL TOLIMA
0110&sid	T. Min Virtual	0021215150&sid	NEV DEL TOLIMA
0238&sid	Radiaci髇 UVB	0021215150&sid	NEV DEL TOLIMA
0239&sid	Radiacion Global	0021215150&sid	NEV DEL TOLIMA
0241&sid	T. Suelo 10cm	0021215150&sid	NEV DEL TOLIMA
0255&sid	Presi髇 Atm. (1h)	0021215150&sid	NEV DEL TOLIMA
9000&sid	voltaje acumulador	0021215150&sid	NEV DEL TOLIMA
0027&sid	Humedad aire 2 m	0021215160&sid	CERROS NOROCCIDENTALES
0068&sid	Temp Aire 2 m	0021215160&sid	CERROS NOROCCIDENTALES
0069&sid	Temp Max Aire 2 m	0021215160&sid	CERROS NOROCCIDENTALES
0070&sid	Temp Min Aire 2 m	0021215160&sid	CERROS NOROCCIDENTALES
0103&sid	Velocidad Viento (10 min)	0021215160&sid	CERROS NOROCCIDENTALES
0104&sid	Direccion Viento (10min)	0021215160&sid	CERROS NOROCCIDENTALES
0105&sid	Vel Viento Max (1h)	0021215160&sid	CERROS NOROCCIDENTALES
0107&sid	Dir Vel Max (1h)	0021215160&sid	CERROS NOROCCIDENTALES
0108&sid	Temp Virtual (1h)	0021215160&sid	CERROS NOROCCIDENTALES
0109&sid	Temp Max Virtual	0021215160&sid	CERROS NOROCCIDENTALES
0110&sid	Temp Min Virtual	0021215160&sid	CERROS NOROCCIDENTALES
0239&sid	Radiacion Global	0021215160&sid	CERROS NOROCCIDENTALES
0240&sid	Precipitacion	0021215160&sid	CERROS NOROCCIDENTALES
0245&sid	Humedad Suelo 50 cm	0021215160&sid	CERROS NOROCCIDENTALES
0246&sid	Humedad Suelo 1 m	0021215160&sid	CERROS NOROCCIDENTALES
0310&sid	Precipitacion Acumulada Diaria	0021215160&sid	CERROS NOROCCIDENTALES
9000&sid	voltaje acumulador	0021215160&sid	CERROS NOROCCIDENTALES
0027&sid	Humedad aire 2 m	0021215170&sid	LA MARTINICA
0068&sid	Temp Aire 2 m	0021215170&sid	LA MARTINICA
0069&sid	Temp Max Aire 2 m	0021215170&sid	LA MARTINICA
0070&sid	Temp Min Aire 2 m	0021215170&sid	LA MARTINICA
0103&sid	Velocidad Viento (10 min)	0021215170&sid	LA MARTINICA
0104&sid	Direccion Viento (10min)	0021215170&sid	LA MARTINICA
0105&sid	Vel Viento Max (1h)	0021215170&sid	LA MARTINICA
0107&sid	Dir Vel Max (1h)	0021215170&sid	LA MARTINICA
0108&sid	Temp Virtual (1h)	0021215170&sid	LA MARTINICA
0109&sid	Temp Max Virtual	0021215170&sid	LA MARTINICA
0110&sid	Temp Min Virtual	0021215170&sid	LA MARTINICA
0239&sid	Radiacion Global	0021215170&sid	LA MARTINICA
0240&sid	Precipitacion	0021215170&sid	LA MARTINICA
0245&sid	Humedad Suelo Largo	0021215170&sid	LA MARTINICA
0246&sid	Humedad Suelo Corto	0021215170&sid	LA MARTINICA
9000&sid	voltaje acumulador	0021215170&sid	LA MARTINICA
0027&sid	Humedad aire 2 m	0021215180&sid	BATALLON ROOKE
